ColumnType,Column_ID,FailOrPass,Name,Area,% Area,Height,Width,USP Resolution,Asym @ 10,Asym,USP Tailing,USP Plate Count,Width @ Baseline,Width @ Tangent (USP Resolution),Width @ 5%,Width @ 50%
XBridge C18 ,AD0224,1,15T,170332,22.56,19150,54.5,,1.522599,18320.2552,1.443746,27152.66664,0.908333,0.2209,0.338879,0.128185
XBridge C18 ,AD0224,1,20T,157246,20.82,17009,44.1,14.953232,1.592854,30415.10744,1.452604,46462.40756,0.735,0.2316,0.347182,0.1338
XBridge C18 ,AD0224,1,25T,170688,22.6,18165,40.7,10.932731,1.606874,42240.9752,1.437312,64142.44494,0.678333,0.2376,0.348007,0.137173
XBridge C18 ,AD0224,1,30T,136563,18.08,14052,49.9,8.375642,1.655828,48802.84588,1.525441,80454.46227,0.831667,0.2404,0.37803,0.139244
XBridge C18 ,AD0224,1,35T,120332,15.93,12355,47.4,6.664937,1.696052,55405.91371,1.563523,94090.59218,0.79,0.2433,0.387974,0.14161
XBridge C18 ,AD0224,1,15T,213498,23.61,23177,52.95,,1.598886,16482.48689,1.48383,25369.52501,0.8825,0.228073,0.349844,0.132381
XBridge C18 ,AD0224,1,20T,185454,20.51,19873,44.1,14.738768,1.654341,29223.40904,1.488983,46036.13509,0.735,0.232599,0.350468,0.134077
XBridge C18 ,AD0224,1,25T,205925,22.77,21212,60.6,10.957221,1.73687,38172.36786,1.566426,64530.83824,1.01,0.236968,0.371965,0.136792
XBridge C18 ,AD0224,1,30T,158537,17.53,16375,52.9,8.422851,1.702255,48849.24814,1.543407,81490.75187,0.881667,0.238957,0.373279,0.138012
XBridge C18 ,AD0224,1,35T,140862,15.58,14470,56.95,6.712765,1.748295,53856.98234,1.610192,95333.3158,0.949167,0.241834,0.394211,0.140837
Acquity Oligo BEH C18 ,AD0022,1,15T,148910,21.65,22043,31,,1.54524,81703.02581,1.388355,118288.6906,0.516667,0.170348,0.244779,0.098815
Acquity Oligo BEH C18 ,AD0022,1,20T,146572,21.31,20288,29.45,20.881852,1.739709,97866.88105,1.564825,170131.8625,0.490833,0.177236,0.28243,0.102437
Acquity Oligo BEH C18 ,AD0022,1,25T,152620,22.19,20226,32.35,14.737528,1.785461,115340.3035,1.607826,210463.2865,0.539167,0.182462,0.296966,0.105127
Acquity Oligo BEH C18 ,AD0022,1,30T,118946,17.3,15050,26.85,11.056964,1.880493,113804.8614,1.705494,232836.2001,0.4475,0.19057,0.331583,0.110027
Acquity Oligo BEH C18 ,AD0022,1,35T,120640,17.54,14750,27.05,8.627029,1.902764,120165.7473,,255846.3499,0.450833,0.194949,,0.112668
Acquity Oligo BEH C18 ,AD0022,1,15T,130415,22.63,18554,47.2,,1.662892,71999.16168,1.500576,117998.2176,0.786667,0.170607,0.264758,0.098684
Acquity Oligo BEH C18 ,AD0022,1,20T,124519,21.61,16270,39.05,20.658388,1.848984,83926.12266,1.66709,163543.2085,0.650833,0.180821,0.305805,0.104214
Acquity Oligo BEH C18 ,AD0022,1,25T,126688,21.99,15997,32.4,14.425574,1.904688,96802.51191,1.74001,200656.3409,0.54,0.186931,0.329465,0.107961
Acquity Oligo BEH C18 ,AD0022,1,30T,97433,16.91,11674,30.9,10.75559,2.063619,95905.84339,1.889789,219726.5202,0.515,0.196217,0.365728,0.113132
Acquity Oligo BEH C18 ,AD0022,1,35T,97188,16.87,11588,26.4,8.451648,2.00978,104160.4076,,248318.3455,0.44,0.197946,,0.115221
XBridge C18 ,AD0175,1,15T,224164,22.47,21036,51.9,,1.654193,13181.83768,1.46632,19798.22053,0.865,0.269284,0.387876,0.156634
XBridge C18 ,AD0175,1,20T,208969,20.94,19246,45.8,12.322319,1.678178,22713.04544,1.463127,34456.85805,0.763333,0.276594,0.393287,0.160398
XBridge C18 ,AD0175,1,25T,233227,23.38,20680,56.1,8.857858,1.794309,28416.70076,1.565562,46685.11444,0.935,0.283552,0.419945,0.16473
XBridge C18 ,AD0175,1,30T,177814,17.82,15868,49.15,6.768601,1.786897,35630.54183,1.569362,58564.52314,0.819167,0.284968,0.424612,0.165766
XBridge C18 ,AD0175,1,35T,153538,15.39,13617,45.25,5.389572,1.843088,38926.63703,1.60012,67578.7438,0.754167,0.289085,0.435773,0.169049
XBridge C18 ,AD0175,1,15T,216679,22.57,20427,54.1,,1.653731,13393.78899,1.469772,20224.65983,0.901667,0.267724,0.386887,0.155787
XBridge C18 ,AD0175,1,20T,201733,21.01,18484,46.9,12.342383,1.677282,22641.87988,1.468008,34585.08258,0.781667,0.277041,0.396767,0.16062
XBridge C18 ,AD0175,1,25T,223983,23.33,19830,58.65,8.84047,1.802957,28224.89538,1.570264,46827.07418,0.9775,0.283923,0.421806,0.164837
XBridge C18 ,AD0175,1,30T,170294,17.73,15145,49.4,6.750469,1.795934,35175.30258,1.572088,58580.1837,0.823333,0.285618,0.425588,0.166134
XBridge C18 ,AD0175,1,35T,147546,15.37,13012,46.3,5.374823,1.875603,38121.67089,1.626778,67793.4527,0.771667,0.289235,0.440796,0.169567
Acquity Oligo BEH C18 ,AD0021,0,15T,119071,38.21,14055,54.3,,1.83709,48354.25765,1.777548,94575.96038,0.905,0.194034,0.351981,0.11236
Acquity Oligo BEH C18 ,AD0021,0,20T,71474,22.93,9292,38.7,18.879754,1.700766,93864.81874,1.547823,155723.9969,0.645,0.187744,0.293809,0.108809
Acquity Oligo BEH C18 ,AD0021,0,25T,56171,18.02,7312,33.7,14.119542,1.722247,120206.1988,1.577249,206819.5191,0.561667,0.186125,0.29757,0.10793
Acquity Oligo BEH C18 ,AD0021,0,30T,34528,11.08,4551,26.95,10.985499,1.834049,134521.0397,1.603005,247008.772,0.449167,0.186798,0.297477,0.107602
Acquity Oligo BEH C18 ,AD0021,0,35T,30415,9.76,4025,31.75,8.912848,1.713461,172238.9744,1.483914,289736.7914,0.529167,0.18478,0.2767,0.106859
XBridge C18 ,AD0131,1,15T,196212,25.65,20806,51.2,,1.58615,14709.86928,1.453719,22016.77018,0.853333,0.230802,0.347052,0.133845
XBridge C18 ,AD0131,1,20T,158434,20.71,16646,44.05,14.460643,1.518593,27374.65227,1.37359,40286.44673,0.734167,0.238202,0.348931,0.136641
XBridge C18 ,AD0131,1,25T,171759,22.45,17003,60.6,10.746586,1.570611,35552.67307,1.478651,56096.98739,1.01,0.245782,0.387294,0.141626
XBridge C18 ,AD0131,1,30T,127357,16.65,12302,49.45,8.104125,1.574842,42508.32123,1.487373,67751.05767,0.824167,0.254819,0.40288,0.146855
XBridge C18 ,AD0131,1,35T,111287,14.55,10379,64.45,6.307088,1.732298,41145.48164,1.70386,76841.79028,1.074167,0.262827,0.468756,0.152944
XBridge C18 ,AD0131,0,15T,160506,25.69,16200,51.1,,1.689002,12229.45141,1.527149,20387.93544,0.851667,0.239987,0.378903,0.138409
XBridge C18 ,AD0131,0,20T,127934,20.47,13049,42.35,13.975445,1.522897,25376.61647,1.385707,37989.14705,0.705833,0.24542,0.363427,0.140756
XBridge C18 ,AD0131,0,25T,139666,22.35,13492,59.45,10.462003,1.540102,34026.88292,1.469838,53378.8996,0.990833,0.252098,0.398523,0.144854
XBridge C18 ,AD0131,0,30T,105739,16.92,9831,60.8,7.926952,1.630819,38324.59078,1.584463,65322.20278,1.013333,0.259633,0.436598,0.150182
XBridge C18 ,AD0131,0,35T,91014,14.57,8364,53,6.204878,1.689411,42323.76414,1.618754,74893.56901,0.883333,0.266325,0.449498,0.154511
Acquity Oligo BEH C18 ,AD0021,0,15T,74588,48.76,8338,50.95,,2.097666,35999.63402,1.916915,86772.59865,0.849167,0.202712,0.383769,0.11731
Acquity Oligo BEH C18 ,AD0021,0,20T,33234,21.73,4206,29.25,18.217514,1.901721,76909.68191,1.615391,147771.2571,0.4875,0.192827,0.304364,0.111838
Acquity Oligo BEH C18 ,AD0021,0,25T,22324,14.59,2888,30.95,13.893544,1.911289,101593.3917,1.620111,204174.1791,0.515833,0.187429,0.303722,0.108537
Acquity Oligo BEH C18 ,AD0021,0,30T,12462,8.15,1662,24.25,10.901797,1.697587,146506.9066,1.459822,242121.7207,0.404167,0.188786,0.279219,0.106538
Acquity Oligo BEH C18 ,AD0021,0,35T,10364,6.78,1444,25.05,8.870247,1.567541,201512.119,1.327306,292259.5321,0.4175,0.184067,0.251608,0.10584
XBridge C18 ,AD0132,1,15T,216593,22.95,23538,52.35,,1.465661,15353.21766,1.322892,21367.74139,0.8725,0.230521,0.328394,0.133525
XBridge C18 ,AD0132,1,20T,193071,20.46,20130,46.2,14.527448,1.489383,26418.68394,1.350786,38936.5394,0.77,0.240061,0.35398,0.137893
XBridge C18 ,AD0132,1,25T,218259,23.13,21307,63.15,10.782474,1.587271,33281.6715,1.470412,54261.94749,1.0525,0.248592,0.395267,0.142565
XBridge C18 ,AD0132,1,30T,169107,17.92,15628,70.05,8.119506,1.643004,36764.85748,1.595614,64836.32889,1.1675,0.259844,0.448889,0.149298
XBridge C18 ,AD0132,1,35T,146721,15.55,13352,68.8,6.295757,1.711493,39140.7276,1.682272,73794.46462,1.146667,0.26803,0.482229,0.154922
XBridge C18 ,AD0132,1,15T,202024,23.2,21672,55.8,,1.548078,14360.70548,1.398364,21576.51041,0.93,0.229607,0.342858,0.132579
XBridge C18 ,AD0132,1,20T,174541,20.05,17844,50.3,14.520831,1.53992,24732.45944,1.398235,38538.45532,0.838333,0.241495,0.366709,0.138179
XBridge C18 ,AD0132,1,25T,196859,22.61,19054,63.6,10.703936,1.565638,33348.38765,1.437891,53392.30078,1.06,0.250779,0.389398,0.143366
XBridge C18 ,AD0132,1,30T,155942,17.91,14191,62.3,8.029663,1.655481,35380.19225,1.585233,63401.39327,1.038333,0.262896,0.44992,0.151026
XBridge C18 ,AD0132,1,35T,141291,16.23,12369,68.05,6.212893,1.90057,31890.35536,1.924829,71989.95759,1.134167,0.271463,0.552777,0.157741
Acquity Oligo BEH C18 ,AD0008,0,15T,100883,27.08,8828,40.5,,0.929066,46564.4562,1.040382,41785.85681,0.675,0.31096,0.375743,0.178784
Acquity Oligo BEH C18 ,AD0008,0,20T,84687,22.73,7028,39.15,10.689444,0.943385,59427.16327,1.056068,53762.13352,0.6525,0.333573,0.406715,0.187939
Acquity Oligo BEH C18 ,AD0008,0,25T,76498,20.53,6121,38.3,7.379435,0.896962,70398.71658,1.026988,63267.02873,0.638333,0.347457,0.423356,0.193523
Acquity Oligo BEH C18 ,AD0008,0,30T,54504,14.63,4133,42.5,5.58351,1.044744,64589.54157,1.175477,73821.58726,0.708333,0.350341,0.494306,0.198294
Acquity Oligo BEH C18 ,AD0008,0,35T,56018,15.03,3911,48.85,4.151824,1.236459,50802.72299,1.313918,68200.63651,0.814167,0.408045,0.58589,0.210769
Acquity Oligo BEH C18 ,AD0008,0,15T,78012,36.3,6434,49.95,,1.184129,33969.70031,1.295442,40850.54428,0.8325,0.313901,0.45764,0.179625
Acquity Oligo BEH C18 ,AD0008,0,20T,50106,23.32,3956,51,10.713376,1.212204,42567.10552,1.269774,54694.33596,0.85,0.330302,0.478167,0.18638
Acquity Oligo BEH C18 ,AD0008,0,25T,40048,18.64,2835,57.15,7.403525,1.466981,34866.83149,1.559601,62516.03157,0.9525,0.349189,0.621821,0.195387
Acquity Oligo BEH C18 ,AD0008,0,30T,22778,10.6,1639,43.95,5.513656,1.397704,43488.78013,1.321324,71475.96405,0.7325,0.355642,0.538007,0.199028
Acquity Oligo BEH C18 ,AD0008,0,35T,23949,11.14,1555,53.7,4.286332,1.575712,34600.50739,1.481335,71381.01382,0.895,0.379466,0.648709,0.212809
XBridge C18 ,AD0124,1,15T,226682,22.6,24191,47.25,,1.496446,14872.99307,1.327398,20611.16714,0.7875,0.23977,0.330955,0.13927
XBridge C18 ,AD0124,1,20T,211541,21.09,21785,40.75,13.958482,1.552716,26055.03511,1.355685,37267.3367,0.679167,0.248994,0.344191,0.144443
XBridge C18 ,AD0124,1,25T,229697,22.9,23295,38.95,10.365696,1.584558,36902.29156,1.36462,52687.39158,0.649167,0.254924,0.347923,0.147386
XBridge C18 ,AD0124,1,30T,177282,17.68,17977,34.9,7.979196,1.548043,48549.31417,1.341292,67614.9193,0.581667,0.256413,0.345619,0.148079
XBridge C18 ,AD0124,1,35T,157713,15.73,15606,48.85,6.362459,1.631933,51704.76013,1.448262,79305.96149,0.814167,0.260099,0.376397,0.151121
XBridge C18 ,AD0124,1,15T,219253,22.8,23314,49.95,,1.508856,14711.89562,1.334511,20656.46928,0.8325,0.239718,0.333289,0.139283
XBridge C18 ,AD0124,1,20T,202636,21.07,20786,42.8,13.958367,1.540687,26115.80393,1.356374,37235.43268,0.713333,0.249293,0.347046,0.144409
XBridge C18 ,AD0124,1,25T,218052,22.67,22075,37.45,10.348002,1.568362,37044.02631,1.360993,52565.08837,0.624167,0.255372,0.349236,0.147223
XBridge C18 ,AD0124,1,30T,172956,17.98,17000,48.85,7.935388,1.628581,43987.44636,1.42437,66658.51856,0.814167,0.258353,0.368908,0.149237
XBridge C18 ,AD0124,1,35T,148917,15.48,14659,46.85,6.325028,1.6613,51047.33464,1.470735,79095.35524,0.780833,0.260512,0.378202,0.151262
Acquity Oligo BEH C18 ,AD0076,0,15T,129683,32.13,17969,38.45,,1.716969,82957.53871,1.526809,142189.7381,0.640833,0.172979,0.274761,0.099816
Acquity Oligo BEH C18 ,AD0076,0,20T,92541,22.93,11955,38.7,20.592243,1.889132,97044.54138,1.671824,190298.6138,0.645,0.183145,0.307668,0.104884
Acquity Oligo BEH C18 ,AD0076,0,25T,76970,19.07,9876,33.7,14.248763,1.835993,125629.2959,1.610413,228522.8174,0.561667,0.189332,0.300253,0.108291
Acquity Oligo BEH C18 ,AD0076,0,30T,56065,13.89,6523,48.75,11.158348,2.12099,107096.0438,2.273374,305547.5053,0.8125,0.178592,0.43344,0.107791
Acquity Oligo BEH C18 ,AD0076,0,35T,48303,11.97,5642,38.2,9.331482,2.236718,106931.4231,2.161557,355267.5176,0.636667,0.17675,0.415968,0.110125
Acquity Oligo BEH C18 ,AD0323,1,15T,224027,23.46,28336,47.1,,1.824762,24272.6305,1.53634,40136.58465,0.785,0.197779,0.288997,0.114432
Acquity Oligo BEH C18 ,AD0323,1,20T,212885,22.29,23354,43.45,17.496163,2.07367,30019.46679,1.696775,58472.88131,0.724167,0.225047,0.345473,0.129221
Acquity Oligo BEH C18 ,AD0323,1,25T,208548,21.84,21249,36.25,11.767747,2.144116,35876.06753,1.709822,70970.96839,0.604167,0.245876,0.367412,0.140462
Acquity Oligo BEH C18 ,AD0323,1,30T,150398,15.75,14490,33.9,8.475255,2.11342,41710.88924,1.670715,79972.82959,0.565,0.262071,0.380108,0.149959
Acquity Oligo BEH C18 ,AD0323,1,35T,159035,16.65,13621,58.95,6.413974,2.700081,28969.38941,2.183303,86176.39232,0.9825,0.275974,0.505797,0.160897
XBridge C18 ,AD0103,0,15T,227586,23.1,23350,54.2,,1.458565,19807.04576,1.306575,25668.56069,0.903333,0.248686,0.333101,0.144778
XBridge C18 ,AD0103,0,20T,207809,21.1,21135,43.7,13.33317,1.495424,33507.25997,1.323884,44318.82624,0.728333,0.25278,0.3385,0.146715
XBridge C18 ,AD0103,0,25T,223372,22.68,22254,40.75,9.635976,1.529415,43749.49613,1.338934,59117.05011,0.679167,0.259469,0.34767,0.150133
XBridge C18 ,AD0103,0,30T,175848,17.85,16776,49.3,7.296072,1.651662,46569.37571,1.47842,71277.00174,0.821667,0.264966,0.387461,0.153875
XBridge C18 ,AD0103,0,35T,150479,15.28,14002,49.05,5.712393,1.783852,46451.23348,1.599606,79009.42052,0.8175,0.273555,0.423048,0.159799
XBridge C18 ,AD0103,1,15T,216253,23.41,22104,53.45,,1.499597,19257.02771,1.3399,25633.59337,0.890833,0.248895,0.336979,0.145024
XBridge C18 ,AD0103,1,20T,195537,21.16,19774,43.75,13.327804,1.500566,33139.21107,1.331104,44101.35995,0.729167,0.253528,0.340407,0.147016
XBridge C18 ,AD0103,1,25T,208860,22.61,20658,40.2,9.603333,1.542853,43023.73467,1.353151,58594.74943,0.67,0.260755,0.351139,0.150812
XBridge C18 ,AD0103,1,30T,164366,17.79,15439,63,7.244223,1.681273,44362.92178,1.538451,69860.42894,1.05,0.267779,0.406221,0.155531
XBridge C18 ,AD0103,1,35T,138920,15.04,12630,52.05,5.6488,1.803847,43331.83452,1.6382,76854.08581,0.8675,0.277527,0.443263,0.162186
Acquity Oligo BEH C18 ,AD0323,1,15T,209894,26.05,25847,53.45,,1.915204,22139.09255,1.623397,39940.35217,0.890833,0.19852,0.305403,0.114683
Acquity Oligo BEH C18 ,AD0323,1,20T,185919,23.07,19492,43.9,17.211549,2.16356,26638.24675,1.773862,55420.93161,0.731667,0.231391,0.366319,0.13267
Acquity Oligo BEH C18 ,AD0323,1,25T,167961,20.84,16383,35.35,11.37159,2.205306,32725.23459,1.755529,65819.87651,0.589167,0.255488,0.382867,0.145901
Acquity Oligo BEH C18 ,AD0323,1,30T,124185,15.41,10609,53.65,8.120388,2.592856,27262.42199,2.133079,73073.64674,0.894167,0.274305,0.48585,0.159131
Acquity Oligo BEH C18 ,AD0323,1,35T,117930,14.63,9562,61.75,6.170379,2.91808,24378.11603,2.325577,80619.35195,1.029167,0.285483,0.53921,0.166482
XBridge C18 ,AD0068,1,15T,213692,22.41,24820,51.1,,1.691019,14955.02693,1.497057,24437.64047,0.851667,0.212657,0.324558,0.123565
XBridge C18 ,AD0068,1,20T,202463,21.23,22457,43.4,15.461002,1.710657,25937.16813,1.496326,43634.24957,0.723333,0.223748,0.343003,0.128596
XBridge C18 ,AD0068,1,25T,217656,22.82,23409,41.05,11.448182,1.732435,35981.7537,1.490321,60201.31137,0.684167,0.233123,0.349544,0.133557
XBridge C18 ,AD0068,1,30T,170888,17.92,17215,52,8.644678,1.782299,39431.89251,1.570497,72866.57892,0.866667,0.24235,0.389789,0.139526
XBridge C18 ,AD0068,1,35T,148970,15.62,14496,54,6.703474,1.872089,41411.99076,1.663158,82601.34842,0.9,0.250618,0.420779,0.145028
XBridge C18 ,AD0068,1,15T,199011,22.56,23047,51.5,,1.716564,14611.41628,1.518549,24690.56869,0.858333,0.211796,0.329227,0.122675
XBridge C18 ,AD0068,1,20T,187135,21.22,20536,42.45,15.478789,1.709727,25329.34143,1.505698,43429.1348,0.7075,0.224509,0.349228,0.12899
XBridge C18 ,AD0068,1,25T,199232,22.59,21199,40.05,11.400801,1.712908,35645.55201,1.488313,59666.1261,0.6675,0.234376,0.353889,0.134467
XBridge C18 ,AD0068,1,30T,159619,18.1,15417,67.6,8.561979,1.875956,35461.67269,1.687894,71349.34223,1.126667,0.245065,0.420388,0.141566
XBridge C18 ,AD0068,1,35T,137060,15.54,12943,67.75,6.632237,1.95547,37255.85229,1.762856,80891.47107,1.129167,0.253405,0.450695,0.147126
Acquity BEH C18 ,AD0181,0,15T,41473,34.79,3909,69.7,,1.907946,113398.2279,1.833682,220187.1459,1.161667,0.241552,0.434465,0.139792
Acquity BEH C18 ,AD0181,0,20T,23054,19.34,2153,54,32.779287,2.065555,158555.4125,1.895794,351598.4878,0.9,0.244942,0.44949,0.140961
Acquity BEH C18 ,AD0181,0,25T,19688,16.52,1768,57.6,22.872808,1.897504,229977.0016,1.702251,415460.4338,0.96,0.261257,0.420923,0.148278
Acquity BEH C18 ,AD0181,0,30T,15437,12.95,1352,45.25,16.729036,2.057228,254198.8153,1.831592,461074.5746,0.754167,0.274391,0.429025,0.156627
Acquity BEH C18 ,AD0181,0,35T,19553,16.4,1551,52.3,12.75549,1.731565,272616.884,1.614309,464591.8888,0.871667,0.294648,0.466292,0.167014
Acquity Oligo BEH C18 ,AD0278,1,15T,214852,27.46,27112,53.15,,1.827793,25413.57287,1.605691,43550.96302,0.885833,0.192578,0.297017,0.111607
Acquity Oligo BEH C18 ,AD0278,1,20T,165547,21.16,19361,42.55,18.398473,2.006254,36453.80157,1.723089,70584.43559,0.709167,0.206549,0.330858,0.119019
Acquity Oligo BEH C18 ,AD0278,1,25T,149327,19.09,17146,35.1,12.929155,1.890759,52533.49055,1.605953,92262.27657,0.585,0.216693,0.325702,0.12489
Acquity Oligo BEH C18 ,AD0278,1,30T,115967,14.82,12959,35.25,9.620369,1.828873,64957.4569,1.538224,109145.0228,0.5875,0.224951,0.32658,0.129805
Acquity Oligo BEH C18 ,AD0278,1,35T,136678,17.47,14196,53.3,7.456963,2.064296,58554.45085,1.830815,121865.5622,0.888333,0.232427,0.395473,0.135555
XBridge C18 ,AD0065,1,15T,197944,24.78,21384,48.45,,1.68249,11848.44345,1.505674,19209.25893,0.8075,0.226966,0.346877,0.131856
XBridge C18 ,AD0065,1,20T,166561,20.85,17632,41.5,14.288138,1.614046,22441.24545,1.454638,36470.82921,0.691667,0.233642,0.357357,0.133835
XBridge C18 ,AD0065,1,25T,182416,22.83,18080,59.5,10.799135,1.685099,29545.9521,1.557349,51614.84096,0.991667,0.241575,0.392749,0.138175
XBridge C18 ,AD0065,1,30T,133009,16.65,12777,50,8.191653,1.711224,35270.94405,1.583481,63183.73453,0.833333,0.250408,0.410142,0.144075
XBridge C18 ,AD0065,1,35T,118980,14.89,11006,68.3,6.42057,1.853785,36343.66769,1.814209,74063.80143,1.138333,0.255139,0.474017,0.148104
XBridge C18 ,AD0065,1,15T,169398,25.13,18159,49.5,,1.727637,11385.121,1.550134,19526.46888,0.825,0.225289,0.356385,0.130181
XBridge C18 ,AD0065,1,20T,139236,20.65,14380,41.85,14.210811,1.610098,21474.23985,1.465033,35169.41743,0.6975,0.238096,0.367088,0.135984
XBridge C18 ,AD0065,1,25T,143707,21.32,14565,39.3,10.638066,1.579088,32141.42624,1.427952,50316.32885,0.655,0.244867,0.364165,0.140008
XBridge C18 ,AD0065,1,30T,117179,17.38,10447,67.55,8.06147,1.901155,29411.15793,1.840262,61214.45101,1.125833,0.254547,0.473733,0.147004
XBridge C18 ,AD0065,1,35T,104662,15.52,9049,86.4,6.327431,2.082967,29341.69217,2.070807,72205.5108,1.44,0.258538,0.537434,0.150827
